tsihkeyi+mo+wi+n,ᒌᐦᑫᔨᒧᐃᐧᐣ,"vanity
tsihki+spu+ko+si+w,ᒌᐦᑭᐢᐸᑯᓯᐤ,"it tastes pleasant
tsihki+spu+kwu+n,ᒌᐦᑭᐢᐸᑲᐧᐣ,"it tastes pleasant
tsihkistu+m,ᒌᐦᑮᐢᑕᒼ,"s/he enjoys s.t.; s/he is enthusiastic"
tsi+hko+mi+sis,ᒋᐦᑯᒥᓰᐢ,"wolverine; literally: "lousy little one""
tsiku+hu+m,ᒌᑲᐦᐊᒼ,"s/he chops s.t."
tsiku+hi+ku+ku+ni+s,ᒌᑲᐦᐃᑳᑲᓂᐢ,"small hatchet"
tsiku+hi+ku+n,ᒌᑲᐦᐃᑲᐣ,"axe"
tsiku+hi+ku+nu+hti+k,ᒌᑲᐦᐃᑲᓈᐦᑎᐠ,"axe-handle"
tsiku+hi+ku+ni+s,ᒌᑲᐦᐃᑲᓂᐢ,"hatchet
tsiku+hi+ku+ni+spwu+ku+n,ᒌᑲᐦᐃᑲᓂᐢᐹᐧᑲᐣ,"ax-handled pipe"
tsiku+hi+kew,ᒌᑲᐦᐃᑫᐤ,"s/he chops
tsiku+hi+ski+wu+ku+n,ᒌᑲᐦᐃᐢᑭᐋᐧᑲᐣ,"pick (digging tool)"
tsi+ku+hkwu+n,ᒋᑲᐦᑳᐧᐣ,"lance"
tsi+ku+hkwu+n,ᒋᑲᐦᑳᐧᐣ,"gambling toy shaped like a knife-blade; stick in woman's stick game"
tsi+ku+hkwu+tu+m,ᒋᑲᐦᑳᐧᑕᒼ,"s/he throws a dart at s.t."
tsi+ku+hkwu+tew,ᒋᑲᐦᑳᐧᑌᐤ,"s/he throws a dart at s.o."
tsi+ku+hkwepu+yi+w,ᒋᑳᐦᑫᐧᐸᔨᐤ,"s/he becomes unconscious"
tsi+ku+hkwesi+n,ᒋᑳᐦᑫᐧᓯᐣ,"s/he lies unconscious
tsi+ku+hkwew,ᒋᑲᐦᑫᐧᐤ,"s/he throws darts; s/he plays the four stick game"
tsi+ku+hkwewepu+ho+wew,ᒋᑳᐦᑫᐧᐁᐧᐸᐦᐅᐁᐧᐤ,"s/he knocks people out"
tsi+ku+hkwewepu+hwew,ᒋᑳᐦᑫᐧᐁᐧᐸᐦᐁᐧᐤ,"s/he knocks s.o. down with a shot; s/he knocks s.o. unconscious"
tsi+ku+hkwewi+n,ᒋᑲᐦᑫᐧᐃᐧᐣ,"stick game"
tsiku+ho+so+w,ᒌᑲᐦᐅᓱᐤ,"s/he chops him/herself
tsiku+ho+wew,ᒌᑲᐦᐅᐁᐧᐤ,"s/he chops people or animate things"
tsiku+htu+w,ᒌᑳᐦᑕᐤ,"close
tsiku+htu+wu+yu+hk,ᒌᑳᐦᑕᐋᐧᔮᕁ,"in close proximity
tsiku+hwew,ᒌᑲᐦᐁᐧᐤ,"s/he chops s.o. (with an axe)"
tsiku+ku+m,ᒌᑲᑳᒼ,"close to the shore"
tsi+ku+stsepu+yis,ᒋᑳᐢᒉᐸᔩᐢ,"film
tsi+ku+si+mi+n,ᒋᑳᓯᒥᐣ,"partridge berry"
tsi+ku+si+pu+kwu+,ᒋᑳᓯᐸᑲᐧ,"bearberry leaves
tsiku+sk,ᒌᑳᐢᐠ,"along the waterside; along the edge"
tsiku+sku+m,ᒌᑲᐢᑲᒼ,"s/he follows s.t. closely; s/he approaches close to s.t."
tsiku+sku+mi+k,ᒌᑲᐢᑲᒥᐠ,"close to the ground"
tsiku+sko+hti+n,ᒌᑳᐢᑯᐦᑎᐣ,"it lies near the edge"
tsiku+sko+wew,ᒌᑲᐢᑯᐁᐧᐤ,"s/he follows s.o. closely; s/he approaches close to s.o."
tsiku+skwu+hpi+tu+m,ᒌᑳᐢᑲᐧᐦᐱᑕᒼ,"s/he ties s.t. to wood"
tsi+ku+stehtsi+kew,ᒋᑳᐢᑌᐦᒋᑫᐤ,"s/he makes shadows of things
tsi+ku+stehti+n,ᒋᑳᐢᑌᐦᑎᐣ,"it makes a shadow
tsi+ku+stehti+tu+w,ᒋᑳᐢᑌᐦᑎᑖᐤ,"s/he makes a shadow of s.t.
tsi+ku+stenu+m,ᒋᑳᐢᑌᓇᒼ,"s/he shadows s.t.
tsi+ku+stenew,ᒋᑳᐢᑌᓀᐤ,"s/he shadows s.o.
tsi+ku+steni+kew,ᒋᑳᐢᑌᓂᑫᐤ,"s/he casts shadows"
tsi+ku+steni+wew,ᒋᑳᐢᑌᓂᐁᐧᐤ,"s/he casts shadows across people"
tsi+ku+stepu+yi+htsi+ku+n,ᒋᑳᐢᑌᐸᔨᐦᒋᑲᐣ,"television
tsi+ku+stepu+yi+htsi+kew,ᒋᑳᐢᑌᐸᔨᐦᒋᑫᐤ,"s/he films
tsi+ku+stepu+yi+htsi+kewi+n,ᒋᑳᐢᑌᐸᔨᐦᒋᑫᐃᐧᐣ,"filming
tsi+ku+stepu+yi+hew,ᒋᑳᐢᑌᐸᔨᐦᐁᐤ,"s/he films s.o.
tsi+ku+stepu+yi+hi+wew,ᒋᑳᐢᑌᐸᔨᐦᐃᐁᐧᐤ,"s/he films people
tsi+ku+stepu+yi+hi+wewi+n,ᒋᑳᐢᑌᐸᔨᐦᐃᐁᐧᐃᐧᐣ,"filming people
tsi+ku+stepu+yi+w,ᒋᑳᐢᑌᐸᔨᐤ,"s/he casts a shadow"
tsi+ku+stepu+yi+w,ᒋᑳᐢᑌᐸᔨᐤ,"it casts a shadow"
tsi+ku+stepeki+hti+n,ᒋᑳᐢᑌᐯᑭᐦᑎᐣ,"it is reflected in the water"
tsi+ku+stepeki+si+n,ᒋᑳᐢᑌᐯᑭᓯᐣ,"s/he is reflected in the water"
tsi+ku+stepi+tsi+ku+n,ᒋᑳᐢᑌᐱᒋᑲᐣ,"movie camera; movie; picture frame"
tsi+ku+stepi+so+n,ᒋᑳᐢᑌᐱᓱᐣ,"picture
tsi+ku+stesi+mi+wew,ᒋᑳᐢᑌᓯᒥᐁᐧᐤ,"s/he makes shadows of people
tsi+ku+stesi+mo+w,ᒋᑳᐢᑌᓯᒧᐤ,"s/he makes a shadow
tsi+ku+stesi+mo+wi+n,ᒋᑳᐢᑌᓯᒧᐃᐧᐣ,"casting a shadow"
tsi+ku+stesi+n,ᒋᑳᐢᑌᓯᐣ,"s/he has his/her shadow seen"
tsi+ku+stesi+no+wi+n,ᒋᑳᐢᑌᓯᓄᐃᐧᐣ,"shadow"
tsi+ku+stesi+w,ᒋᑳᐢᑌᓯᐤ,"s/he is in shadow"
tsi+ku+stesku+tsi+kew,ᒋᑳᐢᑌᐢᑳᒋᑫᐤ,"s/he casts shadows on things"
tsi+ku+stesku+kew,ᒋᑳᐢᑌᐢᑳᑫᐤ,"s/he casts shadows on people"
tsi+ku+stesku+m,ᒋᑳᐢᑌᐢᑲᒼ,"s/he shadows s.t.
tsi+ku+stesku+wew,ᒋᑳᐢᑌᐢᑲᐁᐧᐤ,"s/he shadows s.o.
tsi+ku+wu+si+s,ᒋᑲᐋᐧᓯᐢ,"few"
tsi+ku+wu+si+si+htsi+kew,ᒋᑲᐋᐧᓯᓯᐦᒋᑫᐤ,"s/he reduces things in number
tsi+ku+wu+si+si+hew,ᒋᑲᐋᐧᓯᓯᐦᐁᐤ,"s/he reduces s.o.
tsi+ku+wu+si+si+hi+wew,ᒋᑲᐋᐧᓯᓯᐦᐃᐁᐧᐤ,"s/he reduces people in number
tsi+ku+wu+si+si+htu+w,ᒋᑲᐋᐧᓯᓯᐦᑖᐤ,"s/he reduces s.t.
tsi+ku+wu+si+si+nwu+,ᒋᑲᐋᐧᓯᓯᓇᐧ,"they are few in number"
tsi+ku+wu+si+si+wu+k,ᒋᑲᐋᐧᓯᓯᐊᐧᐠ,"they are few in number"
tsi+ku+wu+si+si+wu+nwu+,ᒋᑲᐋᐧᓯᓯᐊᐧᓇᐧ,"they are few in number"
tsi+ku+wu+si+wu+w,ᒋᑲᐋᐧᓯᐋᐧᐤ,"a few times"
tsi+kemu+,ᒋᑫᒫ,"of course
tsi+kemu+ u+ni+mu+,ᒋᑫᒫ ᐊᓂᒪ,"sure
tsi+kemo,ᒋᑫᒨ,"of course
tsiki+,ᒌᑭ,"close
tsiki+nu+hk,ᒌᑭᓈᕁ,"nit
tsiki+pek,ᒌᑭᐯᐠ,"close to the water"
tsiki+sku+nu+w,ᒌᑭᐢᑲᓇᐤ,"near to the road
tsiki+skisi+k,ᒌᑭᐢᑮᓯᐠ,"close to the eye"
tsiki+sko+tew,ᒌᑭᐢᑯᑌᐤ,"by the fire"
tsiki+sti+kwu+n,ᒌᑭᐢᑎᑳᐧᐣ,"close to the head"
tsi+mu+tses,ᒋᒪᒉᐢ,"fence-post
tsi+mu+tsi+kew,ᒋᒪᒋᑫᐤ,"s/he stooks sheaves of grain
tsi+mu+hew,ᒋᒪᐦᐁᐤ,"s/he places s.o. (e.g. tree) upright
tsimu+n,ᒌᒫᐣ,"canoe"
tsi+mu+nu+skwu+to+htu+k,ᒋᒪᓈᐢᑲᐧᑐᐦᑕᐠ,"dried out tree with the top broken off"
tsi+mu+ni+skwew,ᒋᒫᓂᐢᑫᐧᐤ,"s/he has short hair"
tsi+mu+peku+n,ᒋᒫᐯᑲᐣ,"it is short (e.g. as string)"
tsi+mu+peku+si+n,ᒋᒫᐯᑲᓯᐣ,"it is rather short"
tsi+mu+pi+tew,ᒋᒫᐱᑌᐤ,"s/he has short teeth"
tsi+mu+si+n,ᒋᒫᓯᐣ,"it is short"
tsi+mu+sko+si+w,ᒋᒫᐢᑯᓯᐤ,"s/he is short (as a tree)"
tsi+mu+skwu+n,ᒋᒫᐢᑲᐧᐣ,"it is short (as a board)"
tsi+mu+so+w,ᒋᒪᓱᐤ,"s/he stands upright (e.g. tree)
tsi+mu+tu+hkwew,ᒋᒪᑕᐦᑫᐧᐤ,"s/he throws darts to stand upright"
tsi+mu+tu+w,ᒋᒪᑖᐤ,"s/he places s.t. upright
tsi+mu+tew,ᒋᒪᑌᐤ,"it stands upright (e.g. tipi)
tsi+mu+wi+ku+new,ᒋᒫᐃᐧᑲᓀᐤ,"s/he has a short back"
tsi+mu+yos,ᒋᒫᔫᐢ,"short-tailed creature; mule deer"
tsi+mu+yo+wew,ᒋᒫᔪᐁᐧᐤ,"it has a short tail"
tsi+meku+hu+m,ᒋᒣᑲᐦᐊᒼ,"s/he shortens s.t."
tsi+meku+hwew,ᒋᒣᑲᐦᐁᐧᐤ,"s/he shortens s.o. (e.g. pants)"
tsi+meku+su+kew,ᒋᒣᑲᓵᑫᐤ,"she has a short dress"
tsi+mi+tsi+htsew,ᒋᒥᒋᐦᒉᐤ,"s/he has short hands"
tsi+mi+tsi+htsis,ᒋᒥᒋᐦᒌᐢ,"short finger"
tsi+mi+tsi+htsi+y,ᒋᒥᒋᐦᒋᕀ,"a short hand"
tsi+mi+hkwew,ᒋᒥᐦᑫᐧᐤ,"s/he has a short face"
tsi+mi+htu+wu+kew,ᒋᒥᐦᑕᐊᐧᑫᐤ,"s/he has short ears"
tsi+mi+ku+sew,ᒋᒥᑲᓭᐤ,"s/he has short nails
tsi+mi+ku+tew,ᒋᒥᑳᑌᐤ,"s/he has short legs"
tsi+mi+ko+tew,ᒋᒥᑯᑌᐤ,"s/he has a short nose; it has a short beak"
tsi+mi+kwu+yu+s,ᒋᒥᑲᐧᔮᐢ,"person with a short neck [used as a nickname]"
tsi+mi+kwu+yu+w,ᒋᒥᑲᐧᔭ,"short neck"
tsi+mi+kwu+yu+wew,ᒋᒥᑲᐧᔭᐁᐧᐤ,"s/he has a short neck"
tsi+mi+pu+yi+w,ᒋᒥᐸᔨᐤ,"it shrinks
tsi+mi+pi+tsi+kew,ᒋᒥᐱᒋᑫᐤ,"s/he shortens things by pulling"
tsi+mi+pi+tu+m,ᒋᒥᐱᑕᒼ,"s/he shortens s.t. by pulling"
tsi+mi+pi+tew,ᒋᒥᐱᑌᐤ,"s/he shortens s.o. by pulling"
tsi+mi+pi+to+new,ᒋᒥᐱᑐᓀᐤ,"s/he has short arms"
tsi+mi+su+wu+tsi+kew,ᒋᒥᓵᐋᐧᒋᑫᐤ,"s/he cuts things short"
tsi+mi+su+wu+si+wew,ᒋᒥᓵᐋᐧᓯᐁᐧᐤ,"s/he cuts people short
tsi+mi+su+wu+tu+m,ᒋᒥᓵᐋᐧᑕᒼ,"s/he cuts s.t. short"
tsi+mi+su+wu+tew,ᒋᒥᓵᐋᐧᑌᐤ,"s/he cuts s.o. short"
tsi+mi+si+tsesi+w,ᒋᒥᓯᒉᓯᐤ,"s/he has a little foot
tsi+mi+si+htsi+kew,ᒋᒥᓯᐦᒋᑫᐤ,"s/he shortens things
tsi+mi+si+hew,ᒋᒥᓯᐦᐁᐤ,"s/he shortens s.o.
tsi+mi+si+htu+w,ᒋᒥᓯᐦᑖᐤ,"s/he shortens s.t.
tsi+mi+si+si+w,ᒋᒥᓯᓯᐤ,"s/he is short of stature; s/he is very short"
tsi+mi+si+tew,ᒋᒥᓯᑌᐤ,"s/he has short feet"
tsi+mi+stu+wew,ᒋᒥᐢᑕᐁᐧᐤ,"it has long hair
tsi+mi+tesku+new,ᒋᒥᑌᐢᑲᓀᐤ,"s/he has short horns"
tsi+mi+yu+wesi+w,ᒋᒥᔭᐁᐧᓯᐤ,"s/he has a very short body
tsi+mi+yu+wew,ᒋᒥᔭᐁᐧᐤ,"s/he has a short body"
tsipu+tsi+ku+pu+wi+w,ᒌᐸᒋᑳᐸᐃᐧᐤ,"s/he stands very straight"
tsipu+tsi+stu+hu+m,ᒌᐸᒋᐢᑕᐦᐊᒼ,"s/he pierces s.t. through with a spear"
tsipu+tsi+stu+hi+kew,ᒌᐸᒋᐢᑕᐦᐃᑫᐤ,"s/he pierces things through with a spear"
tsipu+tsi+stu+ho+wew,ᒌᐸᒋᐢᑕᐦᐅᐁᐧᐤ,"s/he pierces people through with a spear"
tsipu+tsi+stu+hwew,ᒌᐸᒋᐢᑕᐦᐁᐧᐤ,"s/he pierces s.o. through with a spear"
tsipu+htsu+w,ᒌᐸᐦᒑᐤ,"it is steep"
tsi+pu+hi+ku+ni+s,ᒋᐸᐦᐃᑲᓂᐢ,"minute
tsipu+tu+hu+hko+w,ᒌᐸᑕᐦᐋᐦᑯᐤ,"s/he roasts on a spit"
tsipu+tu+hu+m,ᒌᐸᑕᐦᐊᒼ,"s/he drives s.t. into the ground; s/he puts s.t. on a spit"
tsipu+tu+hi+ku+n,ᒌᐸᑕᐦᐃᑲᐣ,"spit (for roasting)"
tsipu+tu+mo+w,ᒌᐸᑕᒧᐤ,"it projects out
tsipu+tu+pi+w,ᒌᐸᑕᐱᐤ,"s/he sits erect
tsipu+tu+skwu+hi+ku+n,ᒌᐸᑖᐢᑲᐧᐦᐃᑲᐣ,"spit (for roasting)
tsipu+y,ᒌᐸᕀ,"ghost; dead person
tsipu+yu+mu+ti+sostu+wew,ᒌᐸᔮᒪᑎᓲᐢᑕᐁᐧᐤ,"s/he talks as a ghost with s.o."
tsipu+yu+mu+ti+so+w,ᒌᐸᔮᒪᑎᓱᐤ,"s/he is visited by ghosts"
tsipu+yeki+n,ᒌᐸᔦᑭᐣ,"shroud (for the dead)"
tsipu+yi+ku+mi+k,ᒌᐸᔨᑲᒥᐠ,"ghost house; haunted house"
tsipu+yi+wu+t,ᒌᐸᔨᐊᐧᐟ,"ghost bag"
tsipehtsu+ko+wes,ᒌᐯᐦᒐᑯᐁᐧᐢ,"grey horse"
tsipehtu+ko+wew,ᒌᐯᐦᑕᑯᐁᐧᐤ,"it is blue or grey"
tsipehtu+kwu+pi+kwu+nisku+w,ᒌᐯᐦᑕᑳᐧᐱᑲᐧᓃᐢᑳᐤ,"there are many blue or grey flowers"
tsipehtu+kwu+pi+kwu+niwi+w,ᒌᐯᐦᑕᑳᐧᐱᑲᐧᓃᐃᐧᐤ,"it has blue or grey flowers"
tsipehtu+kwu+pi+kwu+ni+y,ᒌᐯᐦᑕᑳᐧᐱᑲᐧᓂᐩ,"blue or grey flower"
tsipehtu+kwu+w,ᒌᐯᐦᑕᑳᐧᐤ,"it is blue or grey"
tsipi+pu+yi+w,ᒌᐱᐸᔨᐤ,"s/he moves with a jerk
tsipi+pi+tu+w,ᒌᐱᐱᑖᐤ,"s/he jerks s.t. pulling"
tsipi+pi+tew,ᒌᐱᐱᑌᐤ,"s/he jerks s.o. pulling"
tsi+pi+sis,ᒋᐱᓰᐢ,"Gypsy"
tsi+pi+siw,ᒋᐱᓰᐤ,"Gypsy"
tsipi+to+new,ᒌᐱᑐᓀᐤ,"s/he twitches at the mouth
tsipo+hko+tu+m,ᒌᐳᐦᑯᑕᒼ,"s/he whittles s.t. to a point"
tsipo+hko+tew,ᒌᐳᐦᑯᑌᐤ,"s/he whittles s.o. to a point"
tsipo+hko+tew,ᒌᐳᐦᑯᑌᐤ,"it is whittled to a point"
tsipo+ko+tew,ᒌᐳᑯᑌᐤ,"s/he has a pointed nose"
tsipo+mi+nu+ku+s,ᒌᐳᒥᓇᑳᐢ,"cartridge
tsipo+nu+m,ᒌᐳᓇᒼ,"s/he sharpens s.t. (by hand)
tsipo+new,ᒌᐳᓀᐤ,"s/he sharpens s.o. (by hand)
tsipo+pehi+ku+n,ᒌᐳᐯᐦᐃᑲᐣ,"diamond (card suit)"
tsipo+su+m,ᒌᐳᓴᒼ,"s/he sharpens s.t. by cutting
tsipo+stso+wi+yu+ku+ni+sis,ᒌᐳᐢᒍᐃᐧᔮᑲᓂᓰᐢ,"shrew
tsipo+si+w,ᒌᐳᓯᐤ,"it is pointed; it is a pear (i.e. fruit)"
tsipo+swew,ᒌᐳᓭᐧᐤ,"s/he sharpens s.o. by cutting
tsipo+ton,ᒌᐳᑑᐣ,"pointed lips"
tsipo+ton,ᒌᐳᑑᐣ,"one pointing with the lips"
tsipo+to+new,ᒌᐳᑐᓀᐤ,"s/he has pointed lips; s/he has pursed lips"
tsipwu+ski+so+w,ᒌᐸᐧᐢᑭᓱᐤ,"it stands with a point
tsipwu+ski+tew,ᒌᐸᐧᐢᑭᑌᐤ,"it is a pointed article standing up
tsipwu+sto+ti+n,ᒌᐸᐧᐢᑐᑎᐣ,"toque; pointed hat"
tsipwu+w,ᒌᐹᐧᐤ,"it is pointed
tsipwu+yu+ni+nu+hk,ᒌᐸᐧᔮᓂᓈᕁ,"Dene country
tsipweku+stsi+kew,ᒌᐯᐧᑲᐢᒋᑫᐤ,"s/he makes a pointed pile"
tsipweyu+n,ᒌᐯᐧᔮᐣ,"Dene
tsisu+,ᒌᓴ,"Cisa; personal name of Trickster; Wîsahkêcâhk"
tsisu+s,ᒌᓴᐢ,"Jesus"
tsisu+wu+tsi+kew,ᒌᓵᐋᐧᒋᑫᐤ,"s/he slices things into pieces; s/he chops things into strips
tsisu+wu+nu+po+y,ᒌᓵᐋᐧᓈᐳᕀ,"soup of meat strips"
tsisu+wu+ni+s,ᒌᓵᐋᐧᓂᐢ,"strip of meat"
tsisu+wu+tu+m,ᒌᓵᐋᐧᑕᒼ,"s/he slices s.t. into pieces; s/he chops s.t. into strips
tsisu+wu+tew,ᒌᓵᐋᐧᑌᐤ,"s/he slices s.o. into pieces; s/he chops s.o. into strips
tsistsu+hi+ku+ni+s,ᒌᐢᒐᐦᐃᑲᓂᐢ,"fork; small awl"
tsistsu+hi+sipwu+ku+ni+s,ᒌᐢᒐᐦᐃᓰᐹᐧᑲᓂᐢ,"small table fork
tsistseku+hi+ku+ni+s,ᒌᐢᒉᑲᐦᐃᑲᓂᐢ,"tent peg"
tsi+stsemu+s,ᒋᐢᒉᒫᐢ,"tobacco
tsistsi+pi+tew,ᒌᐢᒋᐱᑌᐤ,"s/he scratches s.o."
tsisi+htsi+kew,ᒌᓯᐦᒋᑫᐤ,"s/he misleads things
tsisi+hew,ᒌᓯᐦᐁᐤ,"s/he misleads s.o.
tsisi+hi+weski+w,ᒌᓯᐦᐃᐁᐧᐢᑭᐤ,"s/he is a deceiver
tsisi+hi+wew,ᒌᓯᐦᐃᐁᐧᐤ,"s/he misleads people
tsisi+hi+wewi+n,ᒌᓯᐦᐃᐁᐧᐃᐧᐣ,"deception; things that deceives people"
tsisi+hkemo+w,ᒌᓯᐦᑫᒧᐤ,"s/he lies to deceive people"
tsisi+ho+w,ᒌᓯᐦᐅᐤ,"s/he has a misconception; s/he is mistaken"
tsisi+ho+wi+n,ᒌᓯᐦᐅᐃᐧᐣ,"misconception; being mistaken"
tsisi+htu+w,ᒌᓯᐦᑖᐤ,"s/he misleads s.t.
tsisi+mew,ᒌᓯᒣᐤ,"s/he misleads s.o. by speech
tsisi+mi+wew,ᒌᓯᒥᐁᐧᐤ,"s/he misleads people by speech
tsisi+mi+wewi+n,ᒌᓯᒥᐁᐧᐃᐧᐣ,"delusion
tsisi+sku+wew,ᒌᓯᐢᑲᐁᐧᐤ,"s/he flirts with s.o. by slight body contact; s/he excites s.o.
tsisku+pi+tew,ᒌᐢᑳᐱᑌᐤ,"s/he grinds his/her own teeth"
tsist,ᒌᐢᐟ,"see here!"
tsistu+hu+m,ᒌᐢᑕᐦᐊᒼ,"s/he pierces s.t.; s/he punctures s.t.; s/he pokes s.t. with a sharp instrument"
tsistu+hu+sepo+n,ᒌᐢᑕᐦᐋᓭᐳᐣ,"table fork"
tsistu+hu+sko+siwu+ku+n,ᒌᐢᑕᐦᐊᐢᑯᓰᐋᐧᑲᐣ,"hay fork
tsistu+hu+skwu+tsi+kew,ᒌᐢᑕᐦᐋᐢᑳᐧᒋᑫᐤ,"s/he spears things (onto something)"
tsistu+hu+skwu+si+wew,ᒌᐢᑕᐦᐋᐢᑲᐧᓯᐁᐧᐤ,"s/he crucifies people"
tsistu+hu+skwu+si+wew,ᒌᐢᑕᐦᐋᐢᑳᐧᓯᐁᐧᐤ,"s/he spears people (onto something)"
tsistu+hu+skwu+si+wewi+n,ᒌᐢᑕᐦᐋᐢᑲᐧᓯᐁᐧᐃᐧᐣ,"crucifiction"
tsistu+hu+skwu+tu+m,ᒌᐢᑕᐦᐋᐢᑳᐧᑕᒼ,"s/he makes a target and shoots; s/he chooses s.t. as a target and shoots; s/he spears s.t. (onto something)"
tsistu+hu+skwu+tew,ᒌᐢᑕᐦᐋᐢᑲᐧᑌᐤ,"s/he crucifies s.o.; s/he nails or pins s.o. down"
tsistu+hu+skwu+tew,ᒌᐢᑕᐦᐋᐢᑳᐧᑌᐤ,"s/he chooses s.o. as a target and shoots; s/he spears s.o. (onto something)"
tsistu+hew,ᒌᐢᑕᐦᐁᐤ,"s/he pierces s.o.; s/he gives s.o. an injection
tsistu+hi+ku+n,ᒌᐢᑕᐦᐃᑲᐣ,"hay fork; spear
tsistu+hi+ku+so+w,ᒌᐢᑕᐦᐃᑳᓱᐤ,"s/he is inoculated
tsistu+hi+ku+so+wi+n,ᒌᐢᑕᐦᐃᑳᓱᐃᐧᐣ,"inoculation
tsistu+hi+kew,ᒌᐢᑕᐦᐃᑫᐤ,"s/he gives an injection; s/he pokes things with a sharp instrument"
tsistu+hi+sipwu+ku+n,ᒌᐢᑕᐦᐃᓰᐹᐧᑲᐣ,"table fork
tsistu+ho+wew,ᒌᐢᑕᐦᐅᐁᐧᐤ,"s/he gives injections; s/he pokes people with a sharp instrument"
tsistu+ho+wi+n,ᒌᐢᑕᐦᐅᐃᐧᐣ,"vaccination"
tsistu+hwew,ᒌᐢᑕᐦᐁᐧᐤ,"s/he pricks s.o.
tsistu+ni+hkwu+nu+tsi+kew,ᒌᐢᑕᓂᐦᑲᐧᓈᒋᑫᐤ,"s/he laces moosehide moccasins
tsistu+ni+hkwu+nu+neyu+pi+y,ᒌᐢᑕᓂᐦᑲᐧᓈᓀᔮᐱᕀ,"lace for moosehide moccasin"
tsistu+ni+hkwu+nu+si+wew,ᒌᐢᑕᓂᐦᑲᐧᓈᓯᐁᐧᐤ,"s/he laces peoples moosehide moccasins
tsistu+ni+hkwu+nu+tu+m,ᒌᐢᑕᓂᐦᑲᐧᓈᑕᒼ,"s/he laces moosehide moccasins
tsistu+ni+hkwu+nu+tew,ᒌᐢᑕᓂᐦᑲᐧᓈᑌᐤ,"s/he laces s.o.'s moosehide moccasins
tsistu+sko+siwu+ku+n,ᒌᐢᑕᐢᑯᓰᐋᐧᑲᐣ,"pitchfork"
tsistu+sko+siwu+kew,ᒌᐢᑕᐢᑯᓰᐋᐧᑫᐤ,"s/he pitches hay"
tsistu+sko+so+nu+ku+n,ᒌᐢᑖᐢᑯᓱᓈᑲᐣ,"pitchfork"
tsistu+skwu+n,ᒌᐢᑖᐢᑲᐧᐣ,"nail"
tsistu+teyu+pi+y,ᒌᐢᑕᑌᔮᐱᕀ,"sinew"
tsi+stu+wehtsi+kew,ᒋᐢᑖᐁᐧᐦᒋᑫᐤ,"s/he makes echoes dropping things
tsi+stu+wehti+n,ᒋᐢᑖᐁᐧᐦᑎᐣ,"it makes an echo
tsi+stu+wehti+tu+w,ᒋᐢᑖᐁᐧᐦᑎᑖᐤ,"s/he makes an echo dropping s.t.
tsi+stu+wesi+mew,ᒋᐢᑖᐁᐧᓯ,"s/he makes an echo dropping s.o.
tsi+stu+wesi+n,ᒋᐢᑖᐁᐧᓯᐣ,"s/he makes an echo
tsi+stu+wew,ᒋᐢᑖᐁᐧᐤ,"s/he makes echoing noises; it echoes"
tsi+stu+weyu+w,ᒋᐢᑖᐁᐧᔮᐤ,"echoes are heard
tsisteku+hu+m,ᒌᐢᑌᑲᐦᐊᒼ,"s/he pegs s.t. (e.g. canvas
tsisteku+hi+ku+n,ᒌᐢᑌᑲᐦᐃᑲᐣ,"tent peg
tsisteku+hi+ku+nu+hti+k,ᒌᐢᑌᑲᐦᐃᑲᓈᐦᑎᐠ,"tent peg"
tsisteku+hi+kew,ᒌᐢᑌᑲᐦᐃᑫᐤ,"s/he pegs down a tent"
tsi+stemu+w,ᒋᐢᑌᒫᐤ,"tobacco"
tsisti+kwu+yu+wepi+tew,ᒌᐢᑎᑲᐧᔭᐁᐧᐱᑌᐤ,"s/he chokes s.o.; s/he pinches s.o.'s neck (pulling)"
tsisti+kwenew,ᒌᐢᑎᑫᐧᓀᐤ,"s/he pinches s.o.'s neck; s/he chokes s.o."
tsisti+kwepi+tew,ᒌᐢᑎᑫᐧᐱᑌᐤ,"s/he chokes s.o.; s/he pinches s.o.-s neck (pulling)"
tsisti+nu+m,ᒌᐢᑎᓇᒼ,"s/he pinches s.t."
tsisti+new,ᒌᐢᑎᓀᐤ,"s/he pinches s.o.
tsisti+ni+kew,ᒌᐢᑎᓂᑫᐤ,"s/he pinches things
tsisti+ni+to+wu+k,ᒌᐢᑎᓂᑐᐊᐧᐠ,"they pinch one another"
tsisti+ni+wew,ᒌᐢᑎᓂᐁᐧᐤ,"s/he pinches people
tsisti+ni+wewi+n,ᒌᐢᑎᓂᐁᐧ,"mauling
tsisti+pi+tsi+kew,ᒌᐢᑎᐱᒋᑫᐤ,"s/he scratches things (with nails
tsisti+pi+si+wew,ᒌᐢᑎᐱᓯᐁᐧᐤ,"s/he scratches people (with nails
tsisti+pi+tu+m,ᒌᐢᑎᐱᑕᒼ,"s/he scratches s.t. (with nails
tsisti+pi+tew,ᒌᐢᑎᐱᑌᐤ,"s/he scratches s.o. (with nails
tsisti+pi+ti+to+wu+k,ᒌᐢᑎᐱᑎᑐᐊᐧᐠ,"they scratch one another"
tsi+stwu+si+w,ᒋᐢᑖᐧᓯᐤ,"s/he makes a bet
tsiswew,ᒌᓭᐧᐤ,"s/he stings s.o.
tsiwehtu+wu+kew,ᒌᐁᐧᐦᑕᐊᐧᑫᐤ,"s/he has ringing ears"
tsiwepu+yi+w,ᒌᐁᐧᐸᔨᐤ,"it echoes suddently"
